x-tsne,y-tsne,sample_index
5.786578178405762,-4.884085655212402,6972
0.17881682515144348,-14.953030586242676,11092
-27.991764068603516,-5.600464344024658,10229
-1.251094102859497,-4.845168590545654,1319
-11.752260208129883,-2.137861728668213,29199
1.727190375328064,-5.022122859954834,2681
0.9090458750724792,11.28039264678955,10272
8.639016151428223,15.135627746582031,2145
-26.909170150756836,-6.520149230957031,35829
-27.02049446105957,-4.400352954864502,29674
0.9655150175094604,-9.550210952758789,5315
11.668965339660645,-4.627170085906982,34211
-2.8348259925842285,5.9988322257995605,16500
10.940823554992676,-4.088796615600586,34456
-4.949892997741699,-0.9922221302986145,26096
-0.01715848222374916,11.46198558807373,15014
11.393930435180664,3.6579997539520264,20759
-27.54522132873535,-6.3537726402282715,31481
-3.0935916900634766,-12.693178176879883,8869
17.12727165222168,7.5317864418029785,18266
-0.9763367176055908,10.685746192932129,10169
16.995220184326172,-1.3863801956176758,21684
14.084989547729492,10.685613632202148,8530
-13.44021987915039,-5.736226558685303,37638
-10.318230628967285,-7.174285888671875,8597
-0.969825029373169,-13.744956970214844,23658
-2.2394793033599854,6.288318157196045,25446
20.721946716308594,12.987126350402832,11869
-13.663238525390625,-10.505979537963867,30820
-3.0816102027893066,1.4603424072265625,4789
8.552746772766113,-5.275617599487305,34100
-2.8793258666992188,-7.210410118103027,16073
5.052488327026367,-7.4533233642578125,19353
-5.2315354347229,-18.367862701416016,31103
-1.261845588684082,-7.0235161781311035,7317
-5.434681415557861,13.747711181640625,268
9.221309661865234,-4.476539611816406,11684
-11.0732421875,-5.818025588989258,18886
-11.755692481994629,-5.798057556152344,9271
6.583883762359619,-0.44581881165504456,2795
-1.6223863363265991,1.63319993019104,33576
1.75347101688385,13.593389511108398,2170
19.80754280090332,13.588971138000488,6389
10.889800071716309,4.2792649269104,8587
14.657625198364258,-10.395923614501953,18019
2.421038866043091,-7.262786388397217,22870
-11.806526184082031,-6.744603633880615,7647
0.5268645882606506,8.815404891967773,25784
-11.084033966064453,9.38586711883545,1288
8.41041374206543,16.298192977905273,2067
-5.429418087005615,3.5436482429504395,13747
17.163074493408203,4.6669535636901855,24163
4.5045366287231445,-17.140727996826172,10323
