x-tsne,y-tsne
-29.824234008789062,-14.288202285766602
36.16643524169922,7.916309356689453
-11.186683654785156,-44.93501663208008
22.769744873046875,7.266421794891357
-33.4575080871582,-34.42000961303711
-11.532286643981934,-45.80516815185547
16.128705978393555,-27.646459579467773
48.09617614746094,12.925310134887695
4.993862628936768,-42.803104400634766
-10.017380714416504,7.121232986450195
-25.104463577270508,-35.367713928222656
-20.056650161743164,-37.93653869628906
7.823287487030029,-9.733499526977539
-6.615429878234863,-26.551340103149414
-35.93762969970703,-31.677953720092773
-2.1949238777160645,-24.517086029052734
-18.174715042114258,-32.77696990966797
-14.458715438842773,40.33118438720703
-24.32670783996582,5.268402576446533
-7.372206687927246,-15.60726261138916
19.60027503967285,28.75745391845703
-44.6850700378418,-7.661860466003418
-5.666870594024658,-47.58583450317383
2.1226675510406494,-7.268735408782959
27.942167282104492,17.932538986206055
-24.769649505615234,-5.099979877471924
29.434486389160156,-3.6369926929473877
40.38796615600586,5.891948699951172
-15.666842460632324,-17.19536018371582
-7.921322345733643,-12.889006614685059
8.596585273742676,8.411881446838379
11.022095680236816,11.99239444732666
-13.896247863769531,-35.97214889526367
-36.716548919677734,-13.016470909118652
17.876802444458008,-4.903820037841797
14.492209434509277,14.804466247558594
-38.06980514526367,-7.2649030685424805
10.908309936523438,-29.667312622070312
-30.55792808532715,-27.183815002441406
34.5721435546875,35.243839263916016
33.65019607543945,-0.8576602339744568
-36.770816802978516,-7.193037509918213
-5.423770427703857,36.666229248046875
-33.111656188964844,11.807921409606934
-42.83291244506836,-13.16401481628418
30.111289978027344,-29.18037223815918
21.335330963134766,36.38909912109375
-16.71259880065918,-10.349371910095215
-23.59242057800293,-24.883310317993164
1.8829355239868164,35.26993942260742
3.1094679832458496,-15.895984649658203
-8.73189640045166,-11.058480262756348
-4.215382099151611,-2.3118679523468018
-2.972651481628418,-24.17405128479004
-13.140186309814453,5.406719207763672
23.952592849731445,24.64411735534668
-37.79519271850586,5.913729190826416
9.503199577331543,28.546558380126953
35.68385314941406,-19.94917106628418
-44.14441680908203,-9.937311172485352
7.76296854019165,-13.40967082977295
-43.67485046386719,-7.839582920074463
3.537837028503418,-43.16242218017578
-18.991188049316406,16.78458595275879
29.09343147277832,-31.299598693847656
28.154420852661133,-22.241172790527344
-25.621301651000977,3.481168508529663
31.34921646118164,-39.92129135131836
-0.06425423920154572,-22.87135887145996
21.044321060180664,0.9308673739433289
-0.12464543431997299,-5.385982036590576
-1.954332947731018,-38.415950775146484
-18.768877029418945,32.48208999633789
-15.748795509338379,-0.8062991499900818
-4.883040904998779,24.20722770690918
-11.433741569519043,39.76936340332031
-36.46141815185547,1.5101842880249023
1.4040154218673706,38.592350006103516
-7.002851963043213,28.391508102416992
4.085822582244873,33.11713790893555
-18.833892822265625,-13.792078971862793
-17.731801986694336,-26.694276809692383
-0.30782246589660645,48.592079162597656
-20.96845817565918,12.82486629486084
-3.330989360809326,-10.002092361450195
3.6033647060394287,-50.5196418762207
7.807790279388428,17.126949310302734
-3.8743436336517334,25.565099716186523
-37.0924072265625,-16.851877212524414
12.617668151855469,33.25368118286133
16.758739471435547,48.733177185058594
-41.74790573120117,-1.3889124393463135
-20.241531372070312,41.02762985229492
17.485679626464844,23.119447708129883
-45.317649841308594,9.839127540588379
23.293378829956055,-40.37771987915039
-17.244016647338867,-32.12352752685547
-25.749820709228516,10.633180618286133
-25.34982681274414,0.5528407096862793
32.066829681396484,35.26569747924805
9.10914134979248,-28.525856018066406
-16.835987091064453,34.38870620727539
-19.389535903930664,12.792515754699707
26.994070053100586,-4.685721397399902
16.914066314697266,19.813396453857422
-10.14903736114502,-39.65740203857422
-47.21940231323242,-4.189091682434082
-31.052711486816406,19.469348907470703
-32.74132537841797,-18.118297576904297
14.906547546386719,-7.4685797691345215
-29.615055084228516,-25.78526496887207
4.5092291831970215,-1.1820827722549438
-0.20950624346733093,-12.120247840881348
-5.657746315002441,-13.032266616821289
19.035757064819336,24.97569465637207
-18.14626121520996,-23.492671966552734
35.59375762939453,6.92149019241333
-8.283746719360352,19.595823287963867
13.92660903930664,16.09848403930664
-24.69213104248047,16.94707489013672
-38.2398796081543,7.368624687194824
6.046946048736572,0.8591961860656738
-20.510147094726562,-21.972551345825195
33.17398452758789,-8.274313926696777
3.26826548576355,43.614532470703125
-15.592325210571289,23.083993911743164
26.886064529418945,6.464893817901611
