x-tsne,y-tsne,sample_index
-3.9216761589050293,16.264328002929688,20731
-9.441032409667969,-11.8925142288208,21912
7.763817310333252,1.6138792037963867,18471
22.54512596130371,15.113636016845703,1579
-4.460093021392822,-0.634711503982544,34070
-16.078725814819336,-18.312116622924805,24255
-11.056161880493164,0.7200095057487488,25065
12.805564880371094,-14.526381492614746,17495
0.1916009485721588,2.894566774368286,7817
17.695755004882812,9.830986022949219,4250
-6.121617794036865,-3.440497398376465,17523
4.921374320983887,8.502928733825684,31060
8.192556381225586,5.1437482833862305,17569
-21.66901397705078,7.580581188201904,26800
9.727157592773438,0.16313019394874573,16100
25.68327522277832,-7.786731719970703,38765
-7.620048522949219,6.998298645019531,19453
-13.431973457336426,13.07344913482666,3436
15.487955093383789,14.023198127746582,4482
14.616996765136719,5.685370922088623,25168
-11.526972770690918,-8.081982612609863,27683
-3.924172878265381,-8.119765281677246,24788
-9.91473388671875,-0.8178185820579529,14153
35.07447814941406,0.18245892226696014,36174
6.496685981750488,-1.003431797027588,23859
-20.30964469909668,12.92293930053711,20133
-5.030156135559082,8.063292503356934,9969
-16.9013614654541,13.132674217224121,3818
16.476594924926758,-8.613618850708008,37445
1.7999838590621948,-15.79848861694336,4491
1.810701847076416,-12.738861083984375,20142
27.068500518798828,-10.423985481262207,13333
15.814396858215332,-6.651270389556885,11344
23.31266975402832,9.973587989807129,4399
-9.439194679260254,-12.550847053527832,26230
14.665364265441895,-7.502891540527344,36571
-19.843557357788086,-13.691323280334473,25668
22.923751831054688,4.473305702209473,22669
-20.631366729736328,14.879834175109863,17487
2.71417236328125,-8.497377395629883,4303
-13.69669246673584,21.942020416259766,984
26.454418182373047,-10.444573402404785,14637
22.365816116333008,-7.950374603271484,29075
-34.11692428588867,4.804075241088867,33937
22.43302345275879,-8.046987533569336,31575
21.546777725219727,-13.87252426147461,13419
5.807355880737305,-14.695030212402344,5699
-5.0235915184021,17.143699645996094,22378
-9.214884757995605,-16.253936767578125,35449
-0.43997955322265625,15.174068450927734,30298
2.343538999557495,-19.391403198242188,35902
-22.941160202026367,7.508981704711914,11273
3.2645082473754883,25.866111755371094,9069
-22.7636775970459,3.136991024017334,9551
-1.4848705530166626,18.231782913208008,11085
-20.335182189941406,1.0051497220993042,13612
21.546363830566406,-12.35328483581543,25530
-23.976818084716797,4.151342868804932,5055
9.77583122253418,22.891088485717773,4257
22.455673217773438,5.8998122215271,39073
-0.6402791738510132,12.503146171569824,28503
-17.515522003173828,-10.694626808166504,32051
-19.1890926361084,0.49635547399520874,29133
-13.263346672058105,25.94271469116211,2599
25.139610290527344,-8.233599662780762,13421
-4.511140823364258,-8.239048957824707,35842
-11.936853408813477,27.59256362915039,3095
3.632951021194458,-21.75825309753418,14705
21.568424224853516,-16.521944046020508,16552
-5.055510997772217,11.801396369934082,33208
27.418615341186523,-4.8180251121521,39015
35.76262283325195,-0.8497838377952576,13793
-32.631038665771484,13.667464256286621,39316
-10.914138793945312,-16.190799713134766,15914
-12.447946548461914,22.800729751586914,382
-11.669168472290039,8.590462684631348,3668
-10.754192352294922,26.907533645629883,1122
-13.743742942810059,-1.3406927585601807,5361
7.114313125610352,11.253106117248535,10547
2.2299015522003174,-0.8904070258140564,20952
11.543709754943848,-13.14792251586914,13009
9.618549346923828,5.57048225402832,34460
8.660696983337402,17.072185516357422,196
22.62189483642578,4.334779262542725,20385
8.058148384094238,-7.669815540313721,8867
10.565808296203613,-3.494823694229126,16669
9.078301429748535,8.23167896270752,32734
30.116735458374023,4.114709377288818,5949
-23.579631805419922,13.525534629821777,24922
4.906469821929932,-22.14891815185547,28390
